	GO_CATEGORY	VAL	p	Description
172	GO:0048545	7.4245277777777625	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus. [GOC:go_curators]
173	GO:0045321	7.416950915750943	0.0	A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor. [GOC:add]
174	GO:0051347	7.396927272727253	0.0	Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor. [GOC:ai]
175	GO:0043254	7.388128571428568	0.0	Any process that modulates the frequency, rate or extent of protein complex assembly. [GOC:jl]
176	GO:0010035	7.377412698412672	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus. [GOC:sm]
177	GO:2001242	7.3606000000000025	0.0	Any process that modulates the frequency, rate or extent of intrinsic apoptotic signaling pathway. [GOC:mtg_apoptosis]
178	GO:0002526	7.359416666666664	0.0	Inflammation which comprises a rapid, short-lived, relatively uniform response to acute injury or antigenic challenge and is characterized by accumulations of fluid, plasma proteins, and granulocytic leukocytes. An acute inflammatory response occurs within a matter of minutes or hours, and either resolves within a few days or becomes a chronic inflammatory response. [GO_REF:0000022, GOC:add, ISBN:0781735149]
179	GO:0045807	7.317083333333333	0.0	Any process that activates or increases the frequency, rate or extent of endocytosis. [GOC:go_curators]
180	GO:1901224	7.316499999999998	0.0	Any process that activates or increases the frequency, rate or extent of NIK/NF-kappaB signaling. [GOC:TermGenie]
181	GO:0030162	7.3146760461760625	0.0	Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein. [GOC:mah]
182	GO:0033674	7.307614285714298	0.0	Any process that activates or increases the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule. [GOC:mah]
183	GO:0070482	7.307030952380964	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen. [GOC:BHF, GOC:mah]
184	GO:0032663	7.293666666666666	0.0	Any process that modulates the frequency, rate, or extent of interleukin-2 production. [GOC:mah]
185	GO:0043065	7.279577380952393	0.0	Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process. [GOC:jl, GOC:mtg_apoptosis]
186	GO:0002698	7.276333333333341	0.0	Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune effector process. [GOC:add]
187	GO:0032757	7.2647499999999985	0.0	Any process that activates or increases the frequency, rate, or extent of interleukin-8 production. [GOC:mah]
188	GO:0048259	7.250333333333331	0.0	Any process that modulates the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport. [GOC:go_curators, GOC:tb]
189	GO:0050777	7.229635714285715	0.0	Any process that stops, prevents, or reduces the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus. [GOC:ai]
190	GO:0045860	7.227255952380951	0.0	Any process that activates or increases the frequency, rate or extent of protein kinase activity. [GOC:go_curators]
191	GO:0051091	7.206617857142866	0.0	Any process that activates or increases the frequency, rate or extent of activity of a transcription factor, any factor involved in the initiation or regulation of transcription. [GOC:ai]
192	GO:1902105	7.2025952380952365	0.0	Any process that modulates the frequency, rate or extent of leukocyte differentiation. [GOC:add, GOC:TermGenie]
193	GO:0090068	7.175985714285718	0.0	Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. [GOC:dph, GOC:tb]
194	GO:0006979	7.1568761904762015	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals. [GOC:jl, PMID:12115731]
195	GO:0034614	7.144999999999998	0.0	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals. [GOC:mah]
196	GO:0009410	7.130299999999992	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical. [GOC:jl, GOC:krc]
197	GO:0140131	7.0710000000000015	0.0	Any process that activates or increases the frequency, rate or extent of lymphocyte chemotaxis. [PMID:19255442]
198	GO:0043547	7.067380952380957	0.0	Any process that activates or increases the activity of a GTPase. [GOC:jl, GOC:mah]
199	GO:0043280	7.057316666666664	0.0	Any process that activates or increases the activity of a cysteine-type endopeptidase involved in the apoptotic process. [GOC:jl, GOC:mtg_apoptosis]
200	GO:0043068	7.0253888888888945	0.0	Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes. [GOC:jl]
201	GO:2001233	7.001899999999994	0.0	Any process that modulates the frequency, rate or extent of apoptotic signaling pathway. [GOC:mtg_apoptosis]
202	GO:0001817	7.00153535353538	0.0	Any process that modulates the frequency, rate, or extent of production of a cytokine. [GOC:add, ISBN:0781735149]
203	GO:1901222	7.00048333333333	0.0	Any process that modulates the frequency, rate or extent of NIK/NF-kappaB signaling. [GOC:TermGenie]
204	GO:0051282	6.988483333333331	0.0	Any process that modulates the frequency, rate or extent of the binding or confining calcium ions such that they are separated from other components of a biological system. [GOC:ai]
205	GO:0010038	6.969317857142867	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus. [GOC:sm]
206	GO:0001101	6.96848333333333	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form. [GOC:go_curators, GOC:rn]
207	GO:0001775	6.960871067821026	0.0	A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand. [GOC:mgi_curators]
208	GO:0044089	6.945011111111138	0.0	Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. [GOC:jl]
209	GO:0090023	6.945	0.0	Any process that increases the frequency, rate, or extent of neutrophil chemotaxis. Neutrophil chemotaxis is the directed movement of a neutrophil cell, the most numerous polymorphonuclear leukocyte found in the blood, in response to an external stimulus, usually an infection or wounding. [GOC:dph, GOC:tb]
210	GO:0009617	6.9447166666666895	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium. [GOC:hb]
211	GO:0071624	6.921	0.0	Any process that increases the rate, frequency or extent of granulocyte chemotaxis. Granulocyte chemotaxis is the movement of a granulocyte in response to an external stimulus. [GOC:mah]
212	GO:0002700	6.9119357142857165	0.0	Any process that modulates the frequency, rate, or extent of the production of molecular mediator of immune response. [GOC:add]
213	GO:0009314	6.893060714285707	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation. [GOC:jl, Wikipedia:Electromagnetic_radiation]
214	GO:2000406	6.877999999999999	0.0	Any process that activates or increases the frequency, rate or extent of T cell migration. [GOC:mah]
215	GO:0002573	6.870400000000008	0.0	The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage. [GOC:add, PMID:16551251]
216	GO:0007088	6.8567166666666655	0.0	Any process that modulates the frequency, rate or extent of mitosis. [GOC:go_curators]
217	GO:0051098	6.818380952380965	0.0	Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule. [GOC:ai]
218	GO:0004896	6.800799999999996	0.0	Combining with a cytokine and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity. [GOC:add, GOC:mah]
